,Brand,Model,CPU,GPU,RAM_GB,Storage_Type,Storage_GB,Touchscreen,Weight_kg,Screen_Size_inch,Discount_percent,Price_SGD,Brand_Discount,Member_Discount
737,Lenovo,IdeaPad 5,Intel i5-14600H,NVIDIA RTX 4050,8,SSD,256,FALSE,1.55,16,3.28,1709.61,110,119.67
738,Lenovo,Legion 5,Intel i7-14700H,NVIDIA RTX 4070,128,SSD,512,TRUE,1.27,13.3,3.15,3615.20,110,216.91
739,Lenovo,Legion 5,Intel Core Ultra 9 15700H,Intel Arc A750M,32,SSD,2048,FALSE,1.4,13.3,3.18,1700.80,110,102.05
740,Lenovo,ThinkBook 14s,Intel i9-14900HK,NVIDIA RTX 4070,16,SSD,512,FALSE,2.14,15.6,5.12,2849.20,110,170.95
741,Lenovo,Legion 5,Intel i5-14600H,NVIDIA RTX 4050,16,SSD,256,FALSE,3.07,17.3,6.84,1773.60,110,88.68
742,Lenovo,IdeaPad 5,Intel i5-14600H,NVIDIA RTX 4050,64,SSD,1024,TRUE,1.95,16,5.03,2354.40,110,141.26
743,Lenovo,Yoga Slim 7,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,64,SSD,2048,TRUE,1.44,14,5.67,3476.80,110,243.38
744,Lenovo,Legion 5,AMD Ryzen 9 8900HX,AMD Radeon 780M,16,SSD,256,FALSE,1.28,13.3,6.03,2323.60,110,139.42
745,Lenovo,ThinkPad X1 Carbon,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,128,SSD,4096,FALSE,3.3,17.3,3.22,3203.60,110,224.25
746,Lenovo,Yoga Slim 7,Intel i7-14800H,NVIDIA RTX 4080,32,SSD,512,TRUE,1.86,15.6,2.46,3197.20,110,159.86
747,Lenovo,ThinkBook 14s,Intel i9-14900HK,NVIDIA RTX 4080,8,SSD,2048,FALSE,2.55,17.3,3.23,3338.80,110,233.72
748,Lenovo,Yoga Slim 7,Intel i7-14800H,NVIDIA RTX 4070,128,SSD,256,TRUE,3.35,17.3,5.01,3539.60,110,247.77
749,Lenovo,Legion 5,AMD Ryzen 7 8800H,NVIDIA RTX 4070,64,SSD,512,TRUE,3.42,18.4,5.85,3053.20,110,152.66
750,Lenovo,Yoga Slim 7,Intel i7-14800H,NVIDIA RTX 4060,8,SSD,256,TRUE,2.96,17.3,2.6,2279.60,110,136.78
751,Lenovo,ThinkPad X1 Carbon,Intel i5-14500H,Intel Iris Xe,8,SSD,2048,TRUE,2.65,17.3,4.51,1758.80,110,123.12
752,Lenovo,Yoga Slim 7,Intel i5-14600H,NVIDIA RTX 4050,16,SSD,4096,TRUE,1.13,14,2.53,2327.60,110,116.38
753,Lenovo,Legion 5,Intel i5-14600H,NVIDIA RTX 3050,32,SSD,1024,TRUE,2.74,17.3,6.1,1848.40,110,92.42
754,Lenovo,IdeaPad 5,AMD Ryzen 7 8800H,AMD Radeon 780M,64,SSD,4096,TRUE,1.05,13.3,6.76,2911.60,110,145.58
755,Lenovo,Yoga Slim 7,AMD Ryzen 5 8600H,NVIDIA RTX 3050,128,SSD,2048,FALSE,1.82,16,2.72,2598.80,110,155.93
756,Lenovo,Yoga Slim 7,Intel i5-14500H,NVIDIA RTX 4050,32,SSD,2048,FALSE,1.04,13.3,2.51,2130.80,110,149.16
757,Lenovo,ThinkBook 14s,Intel i9-14900HK,NVIDIA RTX 4070,8,SSD,512,FALSE,3.1,17.3,5.77,2785.20,110,167.11
758,Lenovo,Yoga Slim 7,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,64,SSD,256,FALSE,1.23,13.3,3.6,2657.60,110,186.03
759,Lenovo,Legion 5,AMD Ryzen 5 8600H,AMD Radeon 680M,16,SSD,2048,FALSE,3.03,17.3,6.14,1702.80,110,102.17
760,Lenovo,IdeaPad 5,Intel i7-14800H,NVIDIA RTX 4070,128,SSD,256,FALSE,1.33,13.3,3.14,3389.60,110,237.27
761,Lenovo,Legion 5,Intel Core Ultra 7 15500H,Intel Arc A750M,64,SSD,1024,FALSE,2.41,15.6,5.41,1884.40,110,94.22
762,Lenovo,ThinkPad X1 Carbon,AMD Ryzen 5 8600H,NVIDIA RTX 4050,32,SSD,1024,FALSE,2.38,15.6,6.9,1978.40,110,98.92
763,Lenovo,ThinkPad X1 Carbon,AMD Ryzen 5 8600H,NVIDIA RTX 3050,128,SSD,4096,FALSE,3.33,18.4,4.71,2803.60,110,196.25
764,Lenovo,ThinkPad X1 Carbon,Intel i5-14600H,Intel Iris Xe,32,SSD,512,FALSE,1.62,16,4.57,1677.20,110,83.86
765,Lenovo,Legion 5,Intel i5-14500H,NVIDIA RTX 4050,8,SSD,4096,FALSE,2.64,17.3,5.97,2093.60,110,104.68
766,Lenovo,IdeaPad 5,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,SSD,2048,TRUE,1.63,16,3.71,2458.80,110,172.12
767,Lenovo,Yoga Slim 7,Intel i5-14600H,Intel Iris Xe,64,SSD,512,TRUE,1.35,13.3,2.51,2023.20,110,101.16
768,Lenovo,IdeaPad 5,Intel i9-14900HK,NVIDIA RTX 4070,32,SSD,256,TRUE,2.18,15.6,4.62,3071.60,110,153.58
769,Lenovo,Legion 5,Intel i5-14600H,NVIDIA RTX 4050,64,SSD,1024,TRUE,2.17,16,5.53,2354.40,110,164.81
770,Lenovo,Yoga Slim 7,Intel i5-14500H,Intel Iris Xe,64,SSD,256,TRUE,3,18.4,5.51,2027.60,110,101.38
771,Lenovo,ThinkBook 14s,Intel Core Ultra 9 15700H,Intel Arc A750M,128,SSD,256,FALSE,3.46,17.3,3.24,2319.59,110,115.98
772,Lenovo,Legion 5,AMD Ryzen 7 8800H,NVIDIA RTX 4060,32,SSD,512,FALSE,1.04,14,2.46,2427.20,110,121.36
773,Lenovo,ThinkBook 14s,Intel Core Ultra 7 15500H,Intel Arc A750M,16,SSD,512,TRUE,1.55,16,6.22,1569.20,110,94.15
774,Lenovo,ThinkBook 14s,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,32,SSD,256,TRUE,1.86,16,2.65,2871.60,110,143.58
775,Lenovo,Yoga Slim 7,AMD Ryzen 5 8600H,NVIDIA RTX 3050,128,SSD,2048,TRUE,1.47,14,3.16,2688.80,110,134.44
776,Lenovo,Legion 5,Intel i7-14800H,NVIDIA RTX 4080,32,SSD,512,FALSE,1.37,13.3,3.69,3047.20,110,182.83
777,Lenovo,Yoga Slim 7,Intel i7-14700H,NVIDIA RTX 4060,64,SSD,512,TRUE,2.98,17.3,2.15,2753.20,110,137.66
778,Lenovo,ThinkBook 14s,Intel i5-14500H,NVIDIA RTX 4050,16,SSD,4096,FALSE,1.43,13.3,2.64,2127.60,110,148.93
779,Lenovo,IdeaPad 5,Intel i5-14600H,NVIDIA RTX 3050,16,SSD,256,TRUE,1.92,16,4.73,1643.60,110,82.18
780,Lenovo,Legion 5,Intel i7-14800H,NVIDIA RTX 4080,128,SSD,512,TRUE,1.2,14,4.81,4015.20,110,240.91
781,Lenovo,Legion 5,Intel Core Ultra 7 15500H,Intel Arc A750M,64,SSD,512,TRUE,2.01,16,4.24,1953.20,110,117.19
782,Lenovo,Yoga Slim 7,Intel i7-14800H,NVIDIA RTX 4070,16,SSD,4096,FALSE,1.04,14,2.27,2957.60,110,207.03
783,Lenovo,ThinkBook 14s,Intel i5-14600H,NVIDIA RTX 3050,16,SSD,4096,FALSE,1.52,15.6,6.32,1907.60,110,114.46
784,Lenovo,ThinkBook 14s,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,SSD,512,TRUE,1.02,14,3.68,3915.20,110,234.91
785,Lenovo,IdeaPad 5,AMD Ryzen 7 8800H,AMD Radeon 780M,8,SSD,2048,FALSE,1.44,14,3.82,2058.80,110,123.53
786,Lenovo,Yoga Slim 7,Intel i5-14600H,NVIDIA RTX 4050,16,SSD,1024,FALSE,1.27,14,4.93,1900.40,110,133.03
787,Lenovo,ThinkPad X1 Carbon,Intel Core Ultra 9 15700H,Intel Arc A750M,128,SSD,512,FALSE,2.46,16,4,2345.20,110,164.16
788,Lenovo,ThinkPad X1 Carbon,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,SSD,4096,TRUE,2.57,17.3,2.6,4023.60,110,281.65
789,Lenovo,ThinkBook 14s,Intel i5-14600H,NVIDIA RTX 4050,32,SSD,1024,FALSE,2.49,16,6.8,1978.40,110,98.92
790,Lenovo,ThinkBook 14s,Intel i7-14800H,NVIDIA RTX 4070,64,SSD,512,FALSE,1.27,14,5.56,2983.20,110,178.99
791,Lenovo,ThinkPad X1 Carbon,Intel Core Ultra 7 15500H,Intel Arc A750M,8,SSD,1024,FALSE,1.47,14,5.84,1406.40,110,84.38
792,Lenovo,Legion 5,AMD Ryzen 5 8600H,NVIDIA RTX 4050,16,SSD,4096,TRUE,1.64,15.6,5.92,2277.60,110,159.43
793,Lenovo,Yoga Slim 7,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,16,SSD,256,TRUE,2.01,15.6,4.25,2343.60,110,117.18
794,Lenovo,Legion 5,Intel Core Ultra 7 15500H,Intel Arc A750M,32,SSD,1024,FALSE,3.03,17.3,5.27,1628.40,110,113.99
795,Lenovo,IdeaPad 5,AMD Ryzen 7 8800H,NVIDIA RTX 4070,8,SSD,1024,TRUE,1.06,13.3,6.54,2706.40,110,189.45
796,Lenovo,Legion 5,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,128,SSD,256,FALSE,2.04,16,6.2,4119.59,110,247.18
797,Lenovo,Yoga Slim 7,Intel i7-14800H,NVIDIA RTX 4080,64,SSD,4096,TRUE,2.79,18.4,2.76,3811.60,110,228.7
798,Lenovo,Yoga Slim 7,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,16,SSD,2048,TRUE,2.69,18.4,4.41,2522.80,110,176.6
799,Lenovo,Legion 5,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,8,SSD,4096,TRUE,2.89,18.4,2.12,3263.60,110,195.82
800,Lenovo,Yoga Slim 7,Intel i5-14600H,NVIDIA RTX 3050,32,SSD,256,FALSE,1.42,13.3,5.92,1621.60,110,113.51
801,Lenovo,ThinkBook 14s,Intel i7-14800H,NVIDIA RTX 4080,64,SSD,256,TRUE,2.33,15.6,5.57,3427.60,110,239.93
802,Lenovo,IdeaPad 5,Intel i5-14600H,NVIDIA RTX 3050,32,SSD,256,FALSE,1.42,14,4.73,1621.60,110,97.3
803,Lenovo,ThinkBook 14s,AMD Ryzen 7 8800H,NVIDIA RTX 4070,32,SSD,256,TRUE,2.01,16,6.3,2771.60,110,166.3
804,Lenovo,Legion 5,Intel Core Ultra 9 15700H,Intel Arc A750M,64,SSD,4096,FALSE,2.58,17.3,5.77,2191.60,110,153.41
805,Lenovo,ThinkPad X1 Carbon,Intel i7-14700H,NVIDIA RTX 4070,8,SSD,2048,FALSE,2.46,15.6,3.81,2638.80,110,158.33
806,Lenovo,IdeaPad 5,Intel i5-14600H,NVIDIA RTX 4050,32,SSD,512,FALSE,1.58,16,2.4,1927.20,110,134.9
807,Lenovo,ThinkBook 14s,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,32,SSD,1024,TRUE,2.8,17.3,6.64,3148.40,110,188.9
808,Lenovo,IdeaPad 5,Intel i5-14500H,NVIDIA RTX 4050,8,SSD,512,FALSE,1.02,14,3.29,1785.20,110,89.26
809,Lenovo,ThinkBook 14s,Intel i7-14800H,NVIDIA RTX 4070,128,SSD,256,TRUE,1.79,16,3.8,3539.60,110,247.77
810,Lenovo,Yoga Slim 7,Intel i5-14500H,NVIDIA RTX 3050,16,SSD,2048,TRUE,1.9,16,4.05,1822.80,110,91.14
811,Lenovo,IdeaPad 5,Intel i7-14800H,NVIDIA RTX 4070,8,SSD,2048,FALSE,1.49,14,3.28,2608.80,110,182.62
812,Lenovo,Legion 5,Intel i9-14900HK,NVIDIA RTX 4080,128,SSD,512,TRUE,3.26,18.4,2.37,4265.20,110,298.56
813,Lenovo,Yoga Slim 7,Intel i5-14500H,NVIDIA RTX 4050,8,SSD,512,FALSE,1.48,13.3,3.8,1705.20,110,102.31
814,Lenovo,ThinkPad X1 Carbon,AMD Ryzen 5 8600H,AMD Radeon 680M,64,SSD,4096,FALSE,2.03,16,4.23,2291.60,110,114.58
815,Lenovo,ThinkPad X1 Carbon,Intel i9-14900HK,NVIDIA RTX 4070,64,SSD,512,TRUE,1.27,13.3,4.88,3403.20,110,204.19
816,Lenovo,Yoga Slim 7,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,SSD,256,FALSE,1.29,14,4.36,2657.60,110,159.46
817,Lenovo,ThinkPad X1 Carbon,Intel i5-14500H,NVIDIA RTX 3050,128,SSD,512,FALSE,1.8,15.6,4.33,2445.20,110,146.71
818,Lenovo,Legion 5,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,8,SSD,4096,TRUE,2.57,17.3,2.7,2363.60,110,118.18
819,Lenovo,ThinkPad X1 Carbon,Intel i9-14900HK,NVIDIA RTX 4070,128,SSD,512,TRUE,2.33,15.6,6.61,3865.20,110,270.56
820,Lenovo,Legion 5,Intel i5-14600H,Intel Iris Xe,8,SSD,4096,FALSE,1.1,13.3,3.83,1893.61,110,132.55
821,Lenovo,IdeaPad 5,Intel i9-14900HK,NVIDIA RTX 4080,128,SSD,256,TRUE,3.01,18.4,2.99,4239.60,110,254.38
822,Lenovo,ThinkBook 14s,Intel i7-14700H,NVIDIA RTX 4060,16,SSD,1024,FALSE,1.08,14,4.85,2350.40,110,164.53
823,Lenovo,Legion 5,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,8,SSD,1024,FALSE,2.7,18.4,4.25,2636.40,110,131.82
824,Lenovo,IdeaPad 5,Intel i7-14800H,NVIDIA RTX 4080,32,SSD,512,TRUE,3.2,18.4,2.26,3197.20,110,159.86
825,Lenovo,ThinkPad X1 Carbon,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,SSD,512,FALSE,2.86,18.4,3.17,2185.20,110,131.11
826,Microsoft,Surface Go 3,Intel i7-14700H,NVIDIA RTX 4060,8,SSD,4096,TRUE,2.47,16,3.15,2663.60,100,133.18
827,Microsoft,Surface Laptop 5,Intel Core Ultra 7 15500H,Intel Arc A750M,64,SSD,2048,FALSE,2.75,17.3,3.21,1986.80,100,139.08
828,Microsoft,Surface Pro 8,AMD Ryzen 5 8600H,NVIDIA RTX 4050,32,SSD,512,FALSE,1.03,13.3,6.87,1977.20,100,138.4
829,Microsoft,Surface Book 3,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,32,SSD,512,FALSE,2.63,17.3,4.46,2777.20,100,138.86
830,Microsoft,Surface Laptop Studio,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,SSD,512,TRUE,2.68,17.3,5.05,2305.20,100,138.31
831,Microsoft,Surface Book 3,Intel i7-14800H,NVIDIA RTX 4080,32,SSD,256,TRUE,1.85,15.6,4.06,3171.60,100,158.58
832,Microsoft,Surface Go 3,Intel i5-14600H,NVIDIA RTX 3050,32,SSD,4096,TRUE,1.06,13.3,4.16,2205.60,100,110.28
833,Microsoft,Surface Book 3,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,64,SSD,2048,TRUE,1.12,13.3,4.36,2656.80,100,132.84
834,Microsoft,Surface Pro 8,Intel i5-14600H,NVIDIA RTX 3050,64,SSD,4096,FALSE,1.31,14,6.35,2261.60,100,158.31
835,Microsoft,Surface Pro 8,Intel i9-14900HK,NVIDIA RTX 4080,8,SSD,4096,FALSE,2.43,16,2.79,3543.60,100,177.18
836,Microsoft,Surface Laptop 5,Intel i7-14700H,NVIDIA RTX 4060,16,SSD,512,TRUE,3.06,18.4,4.24,2369.20,100,165.84
837,Microsoft,Surface Laptop Studio,Intel i7-14800H,NVIDIA RTX 4080,8,SSD,1024,FALSE,1.25,13.3,5.08,2986.40,100,209.05
838,Microsoft,Surface Laptop Studio,Intel i5-14500H,Intel Iris Xe,16,SSD,2048,FALSE,3.04,17.3,2.81,1702.80,100,119.2
839,Microsoft,Surface Laptop Studio,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,16,SSD,512,TRUE,1.88,15.6,5.15,3369.20,100,235.84
840,Microsoft,Surface Laptop Studio,AMD Ryzen 5 8600H,AMD Radeon 680M,64,SSD,4096,TRUE,2.3,16,5.63,2411.60,100,168.81
841,Microsoft,Surface Laptop Studio,Intel i5-14600H,NVIDIA RTX 4050,128,SSD,256,FALSE,3.02,18.4,3.64,2669.60,100,186.87
842,Microsoft,Surface Laptop Studio,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,16,SSD,4096,TRUE,1.37,13.3,3.24,2697.60,100,134.88
843,Microsoft,Surface Go 3,AMD Ryzen 5 8600H,NVIDIA RTX 3050,16,SSD,2048,TRUE,1.18,14,2.43,1872.80,100,112.37
844,Microsoft,Surface Laptop 5,AMD Ryzen 7 8800H,NVIDIA RTX 4060,8,SSD,2048,FALSE,2.69,17.3,3.24,2338.80,100,116.94
845,Microsoft,Surface Go 3,Intel Core Ultra 9 15700H,Intel Arc A750M,8,SSD,2048,FALSE,3.1,17.3,6.79,1538.80,100,92.33
846,Microsoft,Surface Pro 8,AMD Ryzen 5 8600H,NVIDIA RTX 4050,32,SSD,512,TRUE,2.14,16,3.43,2047.20,100,122.83
847,Microsoft,Surface Go 3,AMD Ryzen 5 8600H,AMD Radeon 680M,64,SSD,2048,TRUE,1.56,15.6,5.09,2206.80,100,110.34
848,Microsoft,Surface Book 3,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,SSD,256,FALSE,1.96,15.6,5.28,3719.61,100,260.37
849,Microsoft,Surface Pro 8,Intel i5-14500H,NVIDIA RTX 4050,8,SSD,256,FALSE,1.19,13.3,2.6,1759.60,100,105.58
850,Microsoft,Surface Laptop Studio,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,32,SSD,1024,FALSE,1.75,16,6.44,2128.40,100,127.7
851,Microsoft,Surface Laptop Studio,AMD Ryzen 5 8600H,NVIDIA RTX 4050,128,SSD,2048,FALSE,1.23,13.3,3.42,2898.80,100,173.93
852,Microsoft,Surface Laptop Studio,Intel i9-14900HK,NVIDIA RTX 4080,8,SSD,2048,FALSE,2.28,16,5.33,3338.80,100,166.94
853,Microsoft,Surface Book 3,Intel i7-14800H,NVIDIA RTX 4070,32,SSD,1024,TRUE,2.46,15.6,2.85,2848.40,100,199.39
854,Microsoft,Surface Pro 8,AMD Ryzen 7 8800H,NVIDIA RTX 4060,8,SSD,2048,TRUE,3.49,18.4,2.94,2458.80,100,147.53
855,Microsoft,Surface Go 3,Intel i5-14500H,Intel Iris Xe,32,SSD,256,TRUE,2.39,16,4.49,1771.61,100,124.01
856,Microsoft,Surface Laptop Studio,Intel i7-14800H,NVIDIA RTX 4080,8,SSD,256,FALSE,1.55,16,6.3,2859.61,100,200.17
857,Microsoft,Surface Laptop Studio,AMD Ryzen 5 8600H,AMD Radeon 680M,32,SSD,2048,FALSE,1.28,14,6.87,1880.80,100,94.04
858,Microsoft,Surface Go 3,AMD Ryzen 7 8800H,NVIDIA RTX 4060,16,SSD,4096,TRUE,2.37,15.6,6.02,2727.60,100,163.66
859,Microsoft,Surface Laptop Studio,Intel Core Ultra 7 15500H,Intel Arc A750M,64,SSD,2048,FALSE,2.65,17.3,5.08,1986.80,100,99.34
860,Microsoft,Surface Book 3,Intel i7-14700H,NVIDIA RTX 4060,8,SSD,2048,TRUE,1.94,15.6,3.85,2458.80,100,172.12
861,Microsoft,Surface Pro 8,AMD Ryzen 5 8600H,AMD Radeon 680M,32,SSD,4096,TRUE,1.25,14,2.36,2205.60,100,132.34
862,Microsoft,Surface Book 3,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,SSD,2048,FALSE,2.1,16,5.63,2786.80,100,167.21
863,Microsoft,Surface Go 3,Intel i5-14500H,NVIDIA RTX 4050,16,SSD,256,TRUE,1.76,15.6,3.67,1893.59,100,94.68
864,Microsoft,Surface Book 3,Intel i5-14600H,NVIDIA RTX 4050,8,SSD,1024,TRUE,1.8,15.6,5.49,1906.40,100,114.38
865,Microsoft,Surface Pro 8,Intel i9-14900HK,NVIDIA RTX 4070,8,SSD,512,FALSE,1.55,16,6.94,2785.20,100,167.11
866,Microsoft,Surface Book 3,Intel i5-14600H,Intel Iris Xe,64,SSD,2048,FALSE,2,16,6.32,2086.80,100,146.08
867,Microsoft,Surface Go 3,Intel i5-14500H,Intel Iris Xe,128,SSD,2048,FALSE,2.76,17.3,3.97,2598.80,100,181.92
868,Microsoft,Surface Book 3,AMD Ryzen 7 8800H,NVIDIA RTX 4060,16,SSD,256,TRUE,2.45,15.6,5.22,2343.60,100,140.62
869,Microsoft,Surface Laptop Studio,Intel i5-14600H,Intel Iris Xe,64,SSD,512,FALSE,1.19,13.3,6.98,1983.20,100,138.82
870,Microsoft,Surface Laptop 5,Intel i7-14800H,NVIDIA RTX 4070,32,SSD,2048,TRUE,1.91,16,6.09,2950.80,100,177.05
871,Microsoft,Surface Book 3,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,SSD,256,TRUE,3.42,18.4,4.84,2727.60,100,163.66
872,Microsoft,Surface Laptop 5,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,SSD,4096,TRUE,1.64,16,5.83,2661.60,100,186.31
873,Microsoft,Surface Pro 8,Intel i9-14900HK,NVIDIA RTX 4070,128,SSD,4096,TRUE,3.27,18.4,6.3,4223.60,100,253.42
874,Microsoft,Surface Book 3,Intel i7-14800H,NVIDIA RTX 4060,16,SSD,512,TRUE,1.83,15.6,2.81,2369.20,100,165.84
875,Microsoft,Surface Pro 8,AMD Ryzen 9 8900HX,AMD Radeon 780M,8,SSD,2048,FALSE,1.19,14,2.3,2438.80,100,121.94
876,Microsoft,Surface Laptop Studio,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,128,SSD,512,TRUE,1.72,15.6,5.12,3265.20,100,228.56
877,Microsoft,Surface Laptop 5,AMD Ryzen 7 8800H,NVIDIA RTX 4060,32,SSD,512,TRUE,2.12,15.6,5.51,2497.20,100,174.8
878,Microsoft,Surface Go 3,Intel i7-14800H,NVIDIA RTX 4060,32,SSD,256,TRUE,1.06,13.3,3.71,2521.60,100,126.08
879,Microsoft,Surface Go 3,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,16,SSD,4096,FALSE,2.87,17.3,6.36,3607.60,100,216.46
880,Microsoft,Surface Laptop Studio,Intel Core Ultra 9 15700H,Intel Arc A750M,64,SSD,2048,FALSE,1.35,14,2.6,1956.80,100,117.41
881,Microsoft,Surface Pro 8,AMD Ryzen 7 8800H,NVIDIA RTX 4060,32,SSD,256,TRUE,2.46,16,5.59,2471.60,100,173.01
882,Microsoft,Surface Book 3,Intel i7-14700H,NVIDIA RTX 4070,8,SSD,4096,FALSE,1.28,14,5.44,2893.60,100,202.55
883,Microsoft,Surface Laptop 5,AMD Ryzen 9 8900HX,AMD Radeon 780M,128,SSD,1024,FALSE,2.45,16,6.08,3246.40,100,194.78
884,Microsoft,Surface Pro 8,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,64,SSD,4096,FALSE,1.33,13.3,2.73,2961.60,100,177.7
885,Microsoft,Surface Laptop Studio,Intel i7-14800H,NVIDIA RTX 4080,64,SSD,512,TRUE,1.24,14,6.02,3503.20,100,210.19
886,Microsoft,Surface Pro 8,Intel i9-14900HK,NVIDIA RTX 4070,64,SSD,256,TRUE,2.47,16,6.69,3327.60,100,232.93
887,Microsoft,Surface Go 3,AMD Ryzen 9 8900HX,AMD Radeon 780M,64,SSD,2048,TRUE,2.15,16,6.7,2956.80,100,177.41
888,Microsoft,Surface Go 3,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,8,SSD,256,TRUE,1.44,14,2.49,2849.59,100,142.48
889,Microsoft,Surface Pro 8,Intel i9-14900HK,NVIDIA RTX 4080,128,SSD,1024,FALSE,2.75,18.4,6.82,4196.40,100,293.75
890,Microsoft,Surface Laptop 5,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,128,SSD,256,TRUE,1.49,14,2.55,4209.60,100,210.48
891,Microsoft,Surface Laptop Studio,Intel i7-14800H,NVIDIA RTX 4060,16,SSD,1024,TRUE,1.12,13.3,3.72,2470.40,100,172.93
892,Microsoft,Surface Pro 8,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,32,SSD,1024,TRUE,2.52,18.4,5.74,3548.40,100,177.42
893,Microsoft,Surface Book 3,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,128,SSD,512,TRUE,1.06,13.3,5.93,4315.20,100,215.76
894,Microsoft,Surface Book 3,Intel i7-14700H,NVIDIA RTX 4070,32,SSD,4096,TRUE,2.8,18.4,6.69,3155.60,100,157.78
895,Microsoft,Surface Pro 8,Intel i9-14900HK,NVIDIA RTX 4080,32,SSD,2048,FALSE,1.09,14,5.53,3580.80,100,214.85
896,Microsoft,Surface Laptop Studio,Intel i9-14900HK,NVIDIA RTX 4070,128,SSD,512,FALSE,1.43,13.3,2.71,3715.20,100,185.76
897,Microsoft,Surface Go 3,AMD Ryzen 7 8800H,AMD Radeon 780M,64,SSD,1024,TRUE,1.19,14,4.87,2604.40,100,130.22
898,Microsoft,Surface Book 3,Intel i7-14800H,NVIDIA RTX 4060,128,SSD,1024,TRUE,1.84,15.6,5.04,3316.40,100,232.15
899,Microsoft,Surface Laptop 5,Intel i9-14900HK,NVIDIA RTX 4080,16,SSD,1024,TRUE,1.08,13.3,2.87,3470.40,100,242.93
900,Microsoft,Surface Laptop Studio,AMD Ryzen 7 8800H,AMD Radeon 780M,64,SSD,256,TRUE,1.61,15.6,6.72,2477.61,100,173.43
901,Microsoft,Surface Book 3,Intel i5-14600H,Intel Iris Xe,8,SSD,1024,FALSE,2.93,17.3,3.96,1536.40,100,76.82
902,Microsoft,Surface Go 3,AMD Ryzen 5 8600H,NVIDIA RTX 3050,8,SSD,256,FALSE,1.9,15.6,5.38,1459.60,100,72.98
903,Microsoft,Surface Laptop 5,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,8,SSD,1024,FALSE,2.94,18.4,6.61,3236.40,100,226.55
904,Microsoft,Surface Laptop Studio,Intel i5-14600H,NVIDIA RTX 4050,32,SSD,512,FALSE,1.96,15.6,5.35,1927.19,100,96.36
905,Microsoft,Surface Book 3,AMD Ryzen 7 8800H,AMD Radeon 780M,128,SSD,2048,TRUE,1.06,14,4.04,3218.80,100,193.13
906,Microsoft,Surface Go 3,Intel i7-14700H,NVIDIA RTX 4070,8,SSD,1024,FALSE,1.73,16,6.77,2536.40,100,177.55
907,Microsoft,Surface Book 3,AMD Ryzen 7 8800H,AMD Radeon 780M,32,SSD,256,FALSE,2.72,18.4,4.68,2101.61,100,126.1
908,Microsoft,Surface Pro 8,Intel i7-14700H,NVIDIA RTX 4070,8,SSD,512,FALSE,1.36,14,4.54,2455.20,100,147.31
909,Microsoft,Surface Go 3,Intel i9-14900HK,NVIDIA RTX 4070,64,SSD,256,TRUE,2.5,16,4.54,3327.60,100,232.93
910,Microsoft,Surface Book 3,Intel i9-14900HK,NVIDIA RTX 4070,64,SSD,256,TRUE,1.18,13.3,2.05,3377.60,100,168.88
911,Microsoft,Surface Go 3,Intel i5-14500H,NVIDIA RTX 3050,128,SSD,256,TRUE,2.97,18.4,2.12,2539.60,100,126.98
912,Microsoft,Surface Go 3,Intel i9-14900HK,NVIDIA RTX 4070,64,SSD,4096,FALSE,1.61,16,4.07,3591.60,100,215.5
913,Microsoft,Surface Book 3,AMD Ryzen 5 8600H,NVIDIA RTX 4050,16,SSD,4096,TRUE,2.08,15.6,5.31,2277.60,100,159.43
